304,17.07
304,25.52
304,33.76
304,41.80
304,49.61
304,57.24
304,64.67
304,71.92
304,78.99
304,85.90
305,92.65
304,99.20
304,105.60
304,111.90
304,118.03
304,124.02
304,129.84
304,135.53
304,141.09
304,146.49
304,151.76
304,156.90
304,161.89
304,166.76
304,171.52
304,176.17
304,180.68
304,185.07
304,189.35
304,193.53
304,197.61
304,201.58
305,205.48
308,209.37
304,213.03
305,216.63
310,220.27
317,224.00
314,227.54
311,230.93
307,234.13
321,237.61
321,240.99
309,243.98
307,246.85
309,249.70
327,252.93
326,256.05
321,258.97
317,261.71
321,264.49
334,267.52
332,270.42
330,273.20
325,275.79
326,278.33
338,281.12
331,283.65
328,286.04
325,288.30
335,290.75
335,293.14
328,295.30
322,297.25
321,299.12
343,301.51
341,303.78
328,305.67
317,307.22
337,309.25
352,311.61
338,313.54
337,315.41
325,316.93
343,318.86
353,321.00
346,322.90
335,324.48
325,325.76
350,327.65
353,329.56
340,331.10
337,332.52
344,334.08
360,336.01
346,337.53
338,338.81
329,339.83
351,341.38
360,343.13
342,344.37
344,345.63
325,346.38
362,348.05
351,349.39
347,350.60
336,351.50
333,352.30
358,353.71
348,354.84
345,355.86
337,356.65
349,357.72
363,359.13
353,360.25
350,361.26
331,361.76
354,362.83
354,363.88
336,364.44
335,364.96
329,365.32
352,366.25
351,367.13
345,367.84
332,368.20
347,368.93
367,370.15
348,370.86
342,371.39
324,371.46
342,371.98
359,372.92
341,373.38
341,373.83
330,373.99
356,374.80
352,375.49
342,375.91
337,376.19
340,376.54
350,377.14
346,377.62
335,377.81
340,378.12
346,378.57
354,379.21
335,379.36
346,379.78
333,379.87
366,380.78
356,381.42
347,381.82
336,381.93
333,381.95
362,382.72
352,383.21
340,383.38
339,383.52
350,383.94
359,384.58
348,384.92
347,385.22
334,385.19
342,385.36
352,385.79
339,385.87
339,385.95
343,386.13
356,386.63
352,387.02
343,387.17
334,387.09
338,387.12
364,387.80
349,388.08
348,388.33
335,388.25
356,388.70
365,389.36
347,389.56
345,389.70
344,389.81
360,390.32
361,390.85
345,390.95
338,390.88
341,390.88
356,391.26
342,391.28
335,391.12
333,390.92
342,390.95
357,391.35
337,391.24
